date;temp_high;temp_avg;temp_low;dew_high;dew_avg;dew_low;humidity_high;humidity_avg;humidity_low;wind_high;wind_avg;wind_low;pressure_high;pressure_low;pressure_avg;precip_daily
2016-05-10;14.7;14.0;13.5;12.6;12.2;11.9;91.0;89.0;87.0;1.6;0.4;0.0;1012.53;1011.85;1012.19;4.06
2016-05-11;14.7;13.3;12.0;13.6;12.5;11.8;99.0;95.0;85.0;8.0;2.7;0.0;1011.85;1002.37;1007.11;69.09
2016-05-12;14.8;12.2;10.6;14.0;11.5;10.1;100.0;96.0;82.0;9.7;2.5;0.0;1002.71;997.97;1000.34;22.1
2016-05-13;18.3;13.7;10.4;12.8;11.3;9.3;98.0;86.0;70.0;4.8;1.0;0.0;999.66;996.28;997.97;2.29
2016-05-14;22.4;16.5;12.9;15.4;13.0;10.7;96.0;81.0;59.0;9.7;2.3;0.0;1007.45;999.32;1003.385;0.0
2016-05-15;21.6;15.9;11.1;12.2;6.8;-3.2;97.0;64.0;21.0;20.9;5.0;0.0;1014.22;1007.45;1010.835;0.0
2016-05-16;18.4;12.9;9.4;9.2;7.7;6.0;92.0;73.0;45.0;16.1;2.6;0.0;1018.29;1014.22;1016.255;1.02
2016-05-17;20.7;14.3;9.7;8.4;6.9;5.4;83.0;63.0;40.0;9.7;1.9;0.0;1016.59;1013.88;1015.235;0.0
2016-05-18;20.7;15.9;12.2;11.5;7.4;5.2;88.0;58.0;38.0;6.4;1.4;0.0;1015.58;1010.84;1013.21;1.52
2016-05-19;13.2;10.7;8.8;11.6;9.4;7.7;97.0;92.0;80.0;14.5;3.4;0.0;1012.19;1006.77;1009.48;44.45
2016-05-20;23.6;16.1;8.1;11.9;8.3;5.8;94.0;64.0;33.0;6.4;1.6;0.0;1017.95;1012.19;1015.07;0.25
2016-05-21;25.5;20.4;15.0;11.7;9.4;6.2;68.0;51.0;29.0;6.4;1.4;0.0;1018.63;1015.58;1017.105;0.0
2016-05-22;24.8;20.7;15.4;13.4;10.3;5.5;62.0;52.0;41.0;9.7;2.6;0.0;1017.27;1010.84;1014.0550000000001;0.0
2016-05-23;19.7;14.7;10.1;12.6;9.8;5.6;92.0;73.0;49.0;17.7;5.9;0.0;1011.18;1005.08;1008.13;8.89
2016-05-24;25.1;17.1;9.1;11.1;7.4;4.2;89.0;57.0;28.0;8.0;2.1;0.0;1009.48;1006.1;1007.79;0.0
2016-05-25;23.4;17.7;12.2;12.3;9.6;6.4;79.0;60.0;42.0;8.0;3.6;0.0;1012.87;1009.48;1011.175;0.0
2016-05-26;25.8;19.3;11.8;13.5;11.5;9.2;93.0;63.0;37.0;4.8;1.6;0.0;1014.9;1012.53;1013.7149999999999;0.0
2016-05-27;27.0;22.0;16.4;14.9;12.6;10.0;69.0;56.0;42.0;6.4;1.4;0.0;1015.92;1013.21;1014.565;0.0
2016-05-28;27.2;22.6;17.7;16.1;14.6;12.1;76.0;62.0;47.0;8.0;2.1;0.0;1013.88;1008.13;1011.005;0.0
2016-05-29;21.3;16.6;14.5;15.8;14.8;13.6;97.0;90.0;68.0;11.3;4.2;0.0;1008.47;1005.08;1006.7750000000001;20.83
2016-05-30;17.6;15.0;13.3;15.3;14.0;12.8;99.0;94.0;81.0;6.4;1.0;0.0;1010.16;1006.43;1008.295;16.51
2016-05-31;20.3;14.9;12.2;15.5;12.7;10.5;97.0;87.0;66.0;14.5;1.8;0.0;1012.87;1010.16;1011.515;21.08
2016-06-01;19.7;16.2;12.7;14.7;13.0;10.8;93.0;81.0;66.0;6.4;1.9;0.0;1012.53;1010.84;1011.685;3.05
2016-06-02;20.3;16.4;13.7;15.5;13.8;12.4;97.0;85.0;67.0;8.0;1.6;0.0;1011.85;1008.47;1010.1600000000001;0.76
2016-06-03;21.9;17.4;14.2;15.1;13.7;12.6;92.0;80.0;60.0;4.8;1.1;0.0;1011.18;1008.47;1009.825;0.51
2016-06-04;21.7;17.0;13.8;16.1;14.3;13.3;99.0;86.0;60.0;4.8;1.2;0.0;1012.87;1010.16;1011.515;36.32
2016-06-05;24.2;17.5;13.7;15.9;14.4;12.5;97.0;83.0;56.0;12.9;1.6;0.0;1014.9;1012.53;1013.7149999999999;1.52
2016-06-06;25.6;19.6;14.5;16.7;14.7;12.8;95.0;75.0;48.0;8.0;1.8;0.0;1018.63;1014.9;1016.765;0.0
2016-06-07;27.5;21.0;17.1;17.6;15.0;13.3;88.0;70.0;45.0;12.9;2.7;0.0;1019.3;1017.61;1018.4549999999999;14.48
2016-06-08;26.7;19.8;15.1;17.3;14.8;12.2;98.0;75.0;52.0;11.3;2.1;0.0;1018.29;1011.51;1014.9;26.67
2016-06-09;22.9;17.1;14.8;16.8;15.2;13.3;98.0;90.0;66.0;11.3;1.5;0.0;1013.55;1008.47;1011.01;10.16
2016-06-10;25.2;19.5;14.4;15.9;14.8;13.3;96.0;76.0;50.0;8.0;1.3;0.0;1011.85;1008.81;1010.3299999999999;0.25
2016-06-11;22.0;17.9;14.5;17.4;15.2;13.1;97.0;84.0;69.0;8.0;1.7;0.0;1010.16;1007.79;1008.9749999999999;52.32
2016-06-12;23.7;18.2;14.3;16.3;14.5;13.1;94.0;80.0;60.0;6.4;1.7;0.0;1009.48;1005.08;1007.28;0.0
2016-06-13;26.2;20.3;15.2;15.6;14.3;12.3;91.0;71.0;43.0;8.0;1.8;0.0;1006.1;998.98;1002.54;0.0
2016-06-14;24.2;17.7;14.3;17.1;14.3;12.2;97.0;82.0;54.0;8.0;3.3;0.0;1001.36;997.63;999.495;64.01
2016-06-15;23.8;17.0;12.9;15.6;14.2;12.7;99.0;85.0;57.0;17.7;2.1;0.0;1003.73;998.65;1001.19;21.59
2016-06-16;21.9;18.1;15.8;18.1;14.9;12.8;99.0;82.0;68.0;16.1;6.6;0.0;1004.4;997.63;1001.015;35.31
2016-06-17;23.9;18.8;14.2;15.9;12.6;9.5;97.0;69.0;46.0;11.3;2.4;0.0;1014.9;1001.02;1007.96;0.0
2016-06-18;23.6;17.4;14.0;14.1;12.1;10.4;89.0;72.0;53.0;11.3;3.3;0.0;1016.59;1014.9;1015.745;1.78
2016-06-19;21.9;17.2;13.8;15.6;13.1;11.6;94.0;78.0;54.0;16.1;1.9;0.0;1016.59;1014.22;1015.405;5.84
2016-06-20;27.3;21.1;13.9;14.6;12.0;8.8;88.0;59.0;34.0;6.4;1.9;0.0;1018.63;1014.56;1016.595;0.0
2016-06-21;27.9;23.2;19.1;15.1;13.3;11.9;68.0;55.0;39.0;6.4;1.7;0.0;1021.0;1018.96;1019.98;0.0
2016-06-22;31.0;25.1;19.6;17.4;15.6;13.7;70.0;56.0;40.0;6.4;1.2;0.0;1022.01;1018.96;1020.485;0.0
2016-06-23;32.3;26.9;21.6;20.4;18.2;15.0;74.0;60.0;46.0;4.8;1.8;0.0;1021.0;1016.93;1018.9649999999999;0.0
2016-06-24;33.1;28.2;24.3;21.6;19.8;18.1;74.0;61.0;47.0;6.4;1.2;0.0;1018.29;1011.18;1014.7349999999999;0.0
2016-06-25;30.9;26.2;21.3;21.5;18.7;15.2;81.0;64.0;48.0;16.1;3.7;0.0;1011.85;1007.45;1009.6500000000001;0.0
2016-06-26;28.8;23.5;15.7;20.0;17.6;15.1;98.0;71.0;52.0;30.6;5.1;0.0;1011.51;1007.45;1009.48;28.7
2016-06-27;29.0;22.8;16.4;17.0;12.9;6.5;95.0;59.0;28.0;9.7;2.9;0.0;1015.58;1010.5;1013.04;1.27
2016-06-28;28.4;23.4;18.6;17.1;15.1;12.2;76.0;61.0;44.0;9.7;1.9;0.0;1016.93;1012.87;1014.9;0.0
2016-06-29;29.6;24.6;20.5;16.8;15.0;13.3;73.0;56.0;41.0;8.0;2.1;0.0;1015.24;1011.85;1013.5450000000001;0.0
2016-06-30;29.6;24.6;20.2;18.6;16.7;15.1;79.0;62.0;44.0;6.4;1.3;0.0;1013.88;1011.51;1012.6949999999999;0.0
2016-07-01;29.7;24.4;18.8;19.7;18.1;16.8;89.0;69.0;49.0;9.7;2.2;0.0;1015.92;1013.55;1014.7349999999999;0.0
2016-07-02;27.9;22.9;15.6;19.9;18.0;14.7;97.0;75.0;55.0;22.5;2.7;0.0;1014.9;1010.5;1012.7;8.13
2016-07-03;29.9;23.9;17.7;20.1;18.0;16.4;94.0;72.0;49.0;8.0;1.9;0.0;1015.58;1010.84;1013.21;0.0
2016-07-04;26.4;22.4;19.7;18.0;16.4;14.3;80.0;69.0;56.0;8.0;2.9;0.0;1018.96;1015.58;1017.27;0.0
2016-07-05;29.0;24.6;20.6;20.0;17.7;14.7;78.0;66.0;52.0;6.4;2.0;0.0;1017.27;1010.84;1014.0550000000001;0.0
2016-07-06;31.5;25.7;19.2;18.1;14.7;9.7;74.0;53.0;27.0;6.4;2.1;0.0;1013.55;1010.5;1012.025;0.0
2016-07-07;30.5;25.8;21.6;19.7;16.2;9.2;72.0;56.0;41.0;9.7;2.0;0.0;1016.59;1012.87;1014.73;0.0
2016-07-08;30.0;25.6;21.6;20.6;18.5;16.9;81.0;66.0;49.0;6.4;2.1;0.0;1017.27;1014.22;1015.745;0.0
2016-07-09;32.8;26.3;19.2;21.6;19.4;16.9;89.0;67.0;44.0;6.4;2.0;0.0;1015.92;1012.87;1014.395;0.0
2016-07-10;32.3;27.6;22.6;21.7;20.4;19.1;81.0;65.0;50.0;6.4;1.6;0.0;1014.9;1011.85;1013.375;0.0
2016-07-11;32.7;27.4;23.5;22.3;20.2;17.4;81.0;66.0;42.0;14.5;2.8;0.0;1013.21;1008.81;1011.01;0.0
2016-07-12;26.3;23.0;19.7;20.7;18.7;16.8;95.0;77.0;63.0;14.5;2.0;0.0;1011.18;1007.45;1009.315;14.99
2016-07-13;25.7;20.0;13.1;21.0;16.3;5.9;95.0;80.0;47.0;32.2;6.3;0.0;1009.14;1002.03;1005.585;38.1
2016-07-14;25.2;20.5;16.1;9.2;5.5;3.8;57.0;39.0;26.0;19.3;9.5;1.6;1013.21;1007.11;1010.1600000000001;0.51
2016-07-15;25.3;20.5;14.4;7.6;3.9;2.1;58.0;34.0;24.0;19.3;7.3;0.0;1017.27;1013.21;1015.24;0.0
2016-07-16;28.2;22.0;15.7;12.3;6.9;2.7;58.0;39.0;25.0;11.3;2.2;0.0;1017.95;1014.56;1016.255;0.0
2016-07-17;29.0;23.4;16.4;14.3;11.5;7.2;70.0;48.0;36.0;9.7;1.9;0.0;1019.3;1015.24;1017.27;0.0
2016-07-18;31.7;25.9;19.8;17.8;15.1;12.8;74.0;53.0;34.0;6.4;2.1;0.0;1018.63;1015.24;1016.935;0.0
2016-07-19;31.5;26.1;20.5;19.1;16.9;14.0;73.0;58.0;44.0;4.8;1.4;0.0;1018.29;1014.9;1016.595;0.0
2016-07-20;32.6;27.8;21.9;20.4;18.6;16.9;77.0;58.0;45.0;8.0;1.4;0.0;1016.26;1012.19;1014.225;0.0
2016-07-21;30.5;26.3;22.7;21.1;19.4;16.9;82.0;66.0;51.0;6.4;1.0;0.0;1014.22;1011.18;1012.7;0.25
2016-07-22;26.4;23.1;17.5;20.4;18.4;16.4;97.0;75.0;58.0;19.3;3.3;0.0;1014.22;1011.85;1013.0350000000001;8.89
2016-07-23;26.7;22.2;18.6;18.5;17.0;15.6;95.0;73.0;55.0;11.3;2.4;0.0;1016.26;1012.87;1014.565;8.64
2016-07-24;30.1;23.9;19.0;19.6;17.3;14.8;86.0;68.0;46.0;6.4;1.6;0.0;1015.92;1013.55;1014.7349999999999;0.0
2016-07-25;32.2;26.4;21.1;20.1;18.2;16.1;85.0;63.0;39.0;8.0;1.3;0.0;1014.22;1011.51;1012.865;0.0
2016-07-26;30.7;24.2;18.7;21.3;18.8;16.4;94.0;74.0;44.0;17.7;3.4;0.0;1015.58;1012.87;1014.225;11.94
2016-07-27;28.9;24.1;18.1;20.1;18.0;14.8;94.0;70.0;51.0;9.7;1.9;0.0;1014.9;1010.5;1012.7;4.06
2016-07-28;29.3;23.0;17.2;19.8;17.6;15.6;98.0;75.0;45.0;8.0;2.0;0.0;1014.9;1011.51;1013.2049999999999;3.81
2016-07-29;30.2;25.4;20.6;19.8;18.2;16.6;79.0;66.0;49.0;4.8;1.2;0.0;1013.88;1011.18;1012.53;0.0
2016-07-30;31.2;26.0;21.3;20.9;19.4;18.3;85.0;68.0;49.0;6.4;1.7;0.0;1013.55;1010.84;1012.1949999999999;0.0
2016-07-31;26.9;21.5;17.6;22.7;18.9;16.7;99.0;86.0;70.0;25.7;2.5;0.0;1012.87;1009.14;1011.005;75.69
2016-08-01;27.6;22.0;17.3;19.6;17.6;16.1;98.0;78.0;53.0;12.9;2.5;0.0;1015.92;1010.84;1013.38;0.25
2016-08-02;28.2;23.4;19.3;17.7;15.6;12.7;79.0;63.0;46.0;6.4;1.8;0.0;1017.27;1013.88;1015.575;0.0
2016-08-03;29.7;24.7;19.8;18.8;17.5;16.4;83.0;65.0;48.0;6.4;1.1;0.0;1015.58;1012.19;1013.885;0.0
2016-08-04;30.6;26.1;21.8;19.9;18.6;17.4;78.0;64.0;51.0;8.0;1.6;0.0;1013.21;1006.43;1009.8199999999999;0.0
2016-08-05;24.2;19.8;15.1;19.8;13.6;7.6;98.0;71.0;42.0;30.6;6.9;0.0;1014.22;1006.43;1010.325;67.31
2016-08-06;28.2;22.6;16.4;13.7;11.3;6.8;65.0;50.0;38.0;12.9;2.5;0.0;1021.33;1013.88;1017.605;0.0
2016-08-07;28.3;23.8;18.9;14.4;12.7;10.4;67.0;51.0;34.0;6.4;1.6;0.0;1023.37;1020.66;1022.015;0.0
2016-08-08;28.8;24.0;20.0;16.7;14.0;11.4;71.0;54.0;43.0;6.4;1.4;0.0;1021.33;1015.58;1018.455;0.0
2016-08-09;29.6;23.8;20.5;18.9;16.5;13.4;75.0;64.0;49.0;8.0;1.7;0.0;1015.92;1009.48;1012.7;0.0
2016-08-10;25.6;20.8;16.6;17.6;14.5;5.6;97.0;71.0;29.0;11.3;3.2;0.0;1012.87;1008.47;1010.6700000000001;5.08
2016-08-11;23.9;19.1;14.6;14.1;11.3;8.8;86.0;63.0;39.0;8.0;2.8;0.0;1021.0;1013.21;1017.105;0.0
2016-08-12;24.4;19.9;15.1;13.9;11.7;8.9;72.0;60.0;49.0;8.0;1.6;0.0;1023.71;1021.0;1022.355;0.0
2016-08-13;26.2;21.7;17.4;16.3;14.0;11.6;76.0;62.0;52.0;6.4;1.3;0.0;1024.04;1021.33;1022.685;0.0
2016-08-14;29.4;24.2;18.7;18.7;17.1;15.2;82.0;65.0;49.0;4.8;1.2;0.0;1022.35;1017.95;1020.1500000000001;0.0
2016-08-15;30.5;25.4;21.0;19.6;17.9;16.2;80.0;65.0;44.0;6.4;1.1;0.0;1019.3;1013.88;1016.5899999999999;0.0
2016-08-16;29.7;24.5;20.7;19.1;17.5;16.2;86.0;66.0;47.0;9.7;1.8;0.0;1015.58;1010.5;1013.04;0.51
2016-08-17;29.5;23.7;17.9;19.1;16.9;14.9;86.0;67.0;46.0;6.4;1.6;0.0;1010.5;1006.43;1008.4649999999999;0.0
2016-08-18;27.0;22.4;17.2;19.8;18.1;16.2;95.0;78.0;61.0;9.7;2.1;0.0;1009.48;1006.77;1008.125;17.53
2016-08-19;26.8;21.9;18.3;19.6;18.4;17.5;96.0;82.0;60.0;6.4;1.1;0.0;1012.53;1008.47;1010.5;1.52
2016-08-20;23.1;21.2;19.0;20.9;19.0;17.4;96.0;87.0;81.0;8.0;1.8;0.0;1014.22;1012.53;1013.375;7.37
2016-08-21;28.2;22.9;18.6;20.1;16.6;4.6;95.0;72.0;29.0;19.3;3.4;0.0;1014.9;1011.51;1013.2049999999999;0.25
2016-08-22;26.4;21.6;16.8;16.4;12.9;5.2;92.0;60.0;31.0;8.0;2.1;0.0;1023.03;1014.9;1018.9649999999999;0.0
2016-08-23;27.3;22.5;17.2;15.7;14.1;12.2;77.0;60.0;47.0;8.0;1.6;0.0;1023.37;1020.66;1022.015;0.0
2016-08-24;28.5;24.2;20.2;16.8;14.9;12.7;69.0;57.0;45.0;6.4;1.3;0.0;1022.69;1018.29;1020.49;0.0
2016-08-25;28.4;24.2;19.9;18.1;16.5;14.8;74.0;63.0;52.0;6.4;1.4;0.0;1019.98;1016.59;1018.2850000000001;0.0
2016-08-26;27.4;23.6;21.0;18.6;16.6;14.8;80.0;65.0;53.0;8.0;1.6;0.0;1019.3;1017.27;1018.285;0.0
2016-08-27;30.4;24.8;20.5;17.7;16.5;14.8;76.0;61.0;44.0;4.8;1.3;0.0;1019.64;1016.59;1018.115;0.0
2016-08-28;31.4;25.9;21.6;18.9;16.9;15.7;72.0;59.0;40.0;6.4;1.6;0.0;1017.95;1013.88;1015.915;0.0
2016-08-29;30.5;24.8;19.9;20.1;17.9;15.7;82.0;66.0;49.0;9.7;2.0;0.0;1015.92;1011.51;1013.7149999999999;0.0
2016-08-30;24.1;21.2;17.7;19.1;17.5;16.2;94.0;80.0;62.0;8.0;2.6;0.0;1019.3;1014.9;1017.0999999999999;0.76
2016-08-31;28.4;24.0;19.6;17.2;16.2;15.2;84.0;63.0;45.0;4.8;1.3;0.0;1020.32;1016.59;1018.455;0.0
2016-09-01;29.5;24.6;18.7;18.9;17.5;16.2;86.0;66.0;51.0;6.4;1.3;0.0;1019.3;1015.92;1017.6099999999999;0.0
2016-09-02;29.6;25.3;22.4;19.3;18.1;17.2;74.0;65.0;50.0;4.8;0.9;0.0;1018.29;1015.24;1016.765;0.0
2016-09-03;30.3;25.6;21.8;19.1;17.8;16.5;77.0;63.0;47.0;4.8;0.9;0.0;1017.27;1014.56;1015.915;0.0
2016-09-04;28.8;25.0;22.1;19.6;18.3;17.1;82.0;67.0;53.0;4.8;1.2;0.0;1015.58;1011.18;1013.38;0.0
2016-09-05;29.6;24.0;20.3;19.1;13.5;4.8;85.0;56.0;30.0;14.5;4.3;0.0;1014.22;1009.48;1011.85;0.0
2016-09-06;29.6;22.4;16.8;16.3;11.8;5.1;92.0;56.0;28.0;19.3;2.7;0.0;1019.98;1012.53;1016.255;0.0
2016-09-07;27.7;21.6;16.4;14.5;12.9;10.4;84.0;61.0;37.0;8.0;2.2;0.0;1020.66;1015.58;1018.12;0.0
2016-09-08;28.6;23.8;20.4;16.1;14.6;12.5;69.0;57.0;42.0;6.4;1.4;0.0;1016.59;1011.18;1013.885;0.0
2016-09-09;30.2;24.6;19.4;17.1;15.7;14.6;74.0;59.0;40.0;6.4;0.9;0.0;1014.56;1012.53;1013.545;0.0
2016-09-10;29.6;24.6;20.7;17.7;16.1;14.0;76.0;60.0;43.0;11.3;1.2;0.0;1014.9;1011.85;1013.375;0.0
2016-09-11;28.8;24.4;19.3;19.2;16.6;15.2;85.0;63.0;46.0;8.0;2.3;0.0;1016.93;1013.55;1015.24;1.27
2016-09-12;29.8;24.8;20.7;17.7;16.1;14.8;73.0;59.0;41.0;4.8;1.8;0.0;1017.95;1015.24;1016.595;0.0
2016-09-13;29.9;24.9;20.7;17.2;15.5;14.2;72.0;57.0;41.0;4.8;1.2;0.0;1016.59;1011.85;1014.22;0.0
2016-09-14;29.5;24.2;18.1;16.9;15.1;13.8;80.0;58.0;40.0;6.4;1.1;0.0;1013.21;1011.18;1012.1949999999999;0.0
2016-09-15;23.1;19.6;16.6;17.9;16.2;14.5;98.0;82.0;63.0;14.5;3.3;0.0;1015.24;1010.84;1013.04;42.42
2016-09-16;23.2;18.1;14.6;16.7;15.6;13.8;96.0;86.0;60.0;9.7;2.4;0.0;1015.92;1010.5;1013.21;17.53
2016-09-17;21.9;17.2;13.1;15.9;14.4;12.8;98.0;85.0;65.0;4.8;1.4;0.0;1011.51;1007.79;1009.65;3.05
2016-09-18;22.7;17.5;14.0;15.1;13.7;12.4;96.0;79.0;59.0;6.4;1.4;0.0;1011.18;1007.45;1009.315;2.54
2016-09-19;26.4;19.5;15.0;15.8;12.0;6.6;92.0;66.0;31.0;9.7;2.3;0.0;1009.48;1007.79;1008.635;0.0
2016-09-20;24.9;20.1;15.4;14.1;9.4;6.4;80.0;51.0;40.0;4.8;1.1;0.0;1011.51;1009.14;1010.325;0.0
2016-09-21;19.1;16.3;13.3;15.7;13.7;12.2;95.0;85.0;75.0;6.4;1.4;0.0;1016.93;1010.84;1013.885;19.3
2016-09-22;20.3;16.1;14.4;13.6;12.7;11.5;90.0;80.0;64.0;4.8;0.7;0.0;1022.35;1017.27;1019.81;0.0
2016-09-23;22.4;17.6;14.4;13.8;12.1;10.6;85.0;71.0;55.0;4.8;0.5;0.0;1024.04;1021.67;1022.855;0.0
2016-09-24;23.5;18.2;13.8;12.8;11.2;9.2;82.0;65.0;46.0;4.8;0.8;0.0;1025.74;1022.35;1024.045;0.0
2016-09-25;23.6;18.9;15.4;14.0;11.3;8.6;77.0;62.0;46.0;6.4;1.1;0.0;1022.35;1016.59;1019.47;0.0
2016-09-26;23.6;18.6;14.7;14.0;12.2;11.0;80.0;67.0;51.0;4.8;0.9;0.0;1019.98;1017.61;1018.7950000000001;0.0
2016-09-27;23.7;18.9;14.7;14.4;12.3;11.1;82.0;66.0;48.0;4.8;0.8;0.0;1026.08;1020.32;1023.2;0.0
2016-09-28;23.7;19.2;15.8;14.2;12.7;11.1;79.0;67.0;52.0;4.8;1.0;0.0;1028.45;1025.74;1027.095;0.0
2016-09-29;23.7;19.4;16.3;15.2;13.5;12.2;79.0;70.0;54.0;6.4;1.2;0.0;1027.43;1021.33;1024.38;0.0
2016-09-30;22.8;18.4;14.9;16.1;14.0;12.4;90.0;76.0;59.0;6.4;1.1;0.0;1021.33;1016.26;1018.7950000000001;0.0
2016-10-01;20.6;17.4;14.4;14.8;13.6;11.7;88.0;78.0;66.0;4.8;1.8;0.0;1016.26;1012.87;1014.565;0.0
2016-10-02;21.8;17.2;14.7;15.9;14.6;13.4;97.0;86.0;64.0;4.8;0.8;0.0;1013.88;1011.18;1012.53;4.32
2016-10-03;22.9;17.8;14.0;14.1;7.0;0.4;90.0;54.0;23.0;11.3;2.5;0.0;1020.66;1013.55;1017.105;0.0
2016-10-04;22.0;16.8;13.3;9.6;7.0;3.4;73.0;54.0;31.0;6.4;1.4;0.0;1021.0;1018.29;1019.645;0.0
2016-10-05;18.5;14.9;11.7;10.7;8.2;6.4;74.0;65.0;55.0;11.3;4.2;0.0;1019.98;1014.56;1017.27;0.0
2016-10-06;14.2;11.4;8.9;6.8;6.0;5.2;80.0;70.0;57.0;8.0;1.1;0.0;1016.93;1012.87;1014.9;0.0
2016-10-07;18.1;12.7;8.8;8.6;6.8;5.9;86.0;68.0;49.0;6.4;1.2;0.0;1014.9;1011.51;1013.2049999999999;0.0
2016-10-08;16.9;13.0;10.1;9.4;7.8;6.2;88.0;71.0;56.0;4.8;0.7;0.0;1017.61;1014.22;1015.915;0.0
2016-10-09;13.3;11.0;7.6;9.4;8.1;6.7;95.0;83.0;67.0;9.7;2.4;0.0;1019.3;1016.93;1018.115;28.45
2016-10-10;14.7;9.6;7.2;8.2;6.5;5.3;96.0;82.0;55.0;11.3;2.6;0.0;1019.64;1015.58;1017.61;25.65
2016-10-11;13.1;9.4;6.4;7.2;5.8;4.1;90.0;79.0;55.0;8.0;1.6;0.0;1015.58;1011.18;1013.38;0.76
2016-10-12;15.0;9.8;5.3;6.1;4.0;1.3;94.0;70.0;41.0;4.8;0.7;0.0;1016.26;1011.85;1014.0550000000001;0.25
2016-10-13;10.5;9.1;7.5;7.3;5.5;2.8;94.0;79.0;59.0;4.8;1.2;0.0;1018.63;1015.24;1016.935;4.32
2016-10-14;11.6;8.9;7.7;10.7;8.4;6.7;98.0;96.0;91.0;20.9;2.2;0.0;1017.61;1007.79;1012.7;45.97
2016-10-15;13.4;11.7;9.4;13.3;11.5;9.2;99.0;99.0;98.0;6.4;0.9;0.0;1018.29;1011.18;1014.7349999999999;18.29
2016-10-16;19.3;14.3;10.3;14.2;12.4;10.0;99.0;89.0;71.0;3.2;0.5;0.0;1023.71;1018.29;1021.0;0.0
2016-10-17;17.0;14.5;13.1;14.1;12.8;11.8;97.0;90.0;81.0;3.2;0.3;0.0;1023.71;1021.67;1022.69;0.0
2016-10-18;17.8;13.9;11.5;13.8;12.2;10.7;99.0;90.0;73.0;4.8;0.7;0.0;1021.67;1017.95;1019.81;0.25
2016-10-19;15.5;13.2;11.7;12.9;12.0;10.9;98.0;93.0;82.0;4.8;0.9;0.0;1019.3;1012.19;1015.745;0.0
2016-10-20;15.3;11.4;7.9;11.9;10.1;7.1;99.0;92.0;72.0;9.7;1.9;0.0;1012.53;1009.82;1011.175;0.0
2016-10-21;15.2;11.0;7.8;7.9;7.2;6.5;94.0;78.0;58.0;6.4;1.0;0.0;1013.88;1010.84;1012.36;0.0
2016-10-22;13.9;10.4;8.2;9.2;8.0;7.1;94.0;85.0;67.0;6.4;0.9;0.0;1016.59;1013.55;1015.0699999999999;0.0
2016-10-23;10.5;9.9;9.2;9.8;8.6;7.1;98.0;92.0;81.0;3.2;0.3;0.0;1020.66;1015.92;1018.29;5.84
2016-10-24;12.3;10.6;9.3;11.4;10.2;9.1;98.0;97.0;93.0;3.2;0.3;0.0;1023.37;1020.32;1021.845;2.29
2016-10-25;12.9;12.1;11.3;12.6;11.8;10.9;99.0;98.0;97.0;3.2;0.3;0.0;1024.04;1021.0;1022.52;4.32
2016-10-26;14.8;13.0;11.3;14.1;12.7;11.1;100.0;98.0;93.0;6.4;1.2;0.0;1022.69;1019.98;1021.335;1.02
2016-10-27;17.7;14.3;11.6;13.3;11.7;9.8;98.0;85.0;70.0;4.8;1.2;0.0;1029.8;1023.03;1026.415;2.29
2016-10-28;15.7;12.7;10.2;10.7;9.6;8.7;92.0;82.0;70.0;4.8;0.6;0.0;1032.51;1029.46;1030.9850000000001;0.0
2016-10-29;17.9;12.7;8.6;10.6;9.3;7.7;96.0;80.0;58.0;4.8;0.8;0.0;1030.14;1023.03;1026.585;0.0
2016-10-30;17.5;13.0;10.3;11.3;9.2;7.3;89.0;78.0;62.0;3.2;0.6;0.0;1024.72;1021.67;1023.1949999999999;0.0
2016-10-31;14.1;11.4;9.5;10.6;9.0;7.4;94.0;85.0;74.0;4.8;1.3;0.0;1027.09;1023.71;1025.4;0.0
2016-11-01;13.8;11.3;9.1;10.2;9.2;8.2;96.0;87.0;78.0;6.4;1.9;0.0;1026.08;1019.98;1023.03;0.0
2016-11-02;16.0;11.7;8.6;11.7;9.7;7.7;96.0;88.0;74.0;4.8;1.1;0.0;1019.98;1012.19;1016.085;0.0
2016-11-03;13.9;10.8;8.1;10.5;8.7;6.9;94.0;87.0;77.0;8.0;1.7;0.0;1020.66;1011.85;1016.255;0.25
2016-11-04;13.2;10.3;9.1;6.9;5.8;4.2;85.0;74.0;63.0;4.8;0.6;0.0;1020.66;1016.93;1018.795;0.0
2016-11-05;9.3;8.5;7.7;8.7;7.8;6.6;98.0;95.0;83.0;4.8;0.6;0.0;1016.93;1001.02;1008.9749999999999;35.31
2016-11-06;9.3;8.5;5.5;9.2;8.0;1.5;99.0;97.0;70.0;4.8;0.4;0.0;1001.02;993.91;997.4649999999999;5.33
2016-11-07;11.8;8.0;4.4;3.9;1.4;-1.0;80.0;63.0;49.0;4.8;0.8;0.0;1004.74;997.63;1001.185;0.0
2016-11-08;10.9;7.1;3.9;4.1;1.4;-2.1;87.0;68.0;50.0;6.4;1.0;0.0;1007.79;1004.06;1005.925;0.0
2016-11-09;8.0;5.0;2.6;3.3;1.0;-2.7;89.0;76.0;58.0;4.8;0.9;0.0;1009.48;1006.77;1008.125;0.0
2016-11-10;10.4;5.4;1.6;3.4;2.1;0.6;94.0;81.0;55.0;4.8;0.7;0.0;1013.21;1008.81;1011.01;0.0
